AALI|10525
ABBA|51
ABDA|6975
ABMM|1490
ACES|1525
ACST|610
ADES|880
ADHI|835
ADMF|10250
ADMG|125
ADRO|1250
AGAR|446
AGII|540
AGRO|130
AGRS|145
AHAP|51
AIMS|180
AISA|168
AKKU|50
AKPI|368
AKRA|2890
AKSI|336
ALDO|362
ALKA|396
ALMI|244
ALTO|400
AMAG|300
AMAR|264
AMFG|3220
AMIN|374
AMOR|2310
AMRT|800
ANDI|50
ANJT|795
ANTM|630
APEX|134
APIC|750
APII|218
APLI|162
APLN|144
APOL|50
APOL-W2|29
ARGO|825
ARII|735
ARKA|1990
ARMY|50
ARNA|440
ARTA|454
ARTI|50
ARTO|3400
ASBI|242
ASDM|1000
ASGR|905
ASII|6050
ASJT|119
ASMI|1275
ASPI|290
ASPI-W|14
ASRI|169
ASRM|2020
ASSA|515
ATIC|630
AUTO|1060
AYLS|70
AYLS-W|11
BABP|50
BABP-W3|21
BABP-W4|10
BACA|350
BACA-W2|100
BAJA|62
BALI|930
BAPA|51
BAPI|50
BAPI-W|4
BATA|615
BAYU|1140
BBCA|32100
BBHI|107
BBKP|192
BBLD|344
BBMD|2340
BBNI|7300
BBRI|4480
BBRM|50
BBTN|1795
BBYB|298
BCAP|148
BCIC|450
BCIP|50
BDMN|3380
BEEF|320
BEEF-W|38
BEKS|50
BELL|775
BEST|150
BFIN|480
BGTG|50
BHIT|61
BIKA|195
BIMA|50
BINA|870
BIPI|50
BIPI-W|8
BIPP|50
BIPP-W2|1
BIRD|2260
BISI|980
BJBR|940
BJTM|625
BKDP|50
BKSL|50
BKSL-W|6
BKSW|158
BLTA|50
BLTZ|3250
BLUE|520
BMAS|230
BMRI|7650
BMSR|77
BMTR|314
BNBA|308
BNBR|50
BNGA|765
BNII|189
BNLI|1215
BOGA|1560
BOLA|240
BOLT|820
BOSS|102
BPFI|1310
BPII|10000
BPTR|89
BRAM|5500
BRIS|264
BRMS|50
BRNA|1040
BRPT|1035
BRPT-W|810
BSDE|1060
BSIM|505
BSIM-W3|26
BSSR|2180
BSWD|1750
BTEK|50
BTEL|50
BTON|182
BTPN|2850
BTPS|4200
BUDI|94
BUKK|1260
BULL|159
BULL-W|45
BULL-W2|18
BUMI|50
BUVA|87
BVIC|63
BWPT|96
BYAN|15200
CAKK|52
CAKK-W|14
CAMP|280
CANI|178
CARS|90
CASA|406
CASA-W|142
CASS|570
CCSI|256
CEKA|1530
CENT|65
CFIN|238
CINT|266
CITA|1850
CITY|53
CITY-W|19
CKRA|76
CLAY|2860
CLEO|444
CLPI|720
CMNP|1835
CMPP|184
CNKO|50
CNTB|250
CNTX|284
COCO|930
COCO-W|252
COWL|50
CPIN|5950
CPRI|50
CPRI-W|13
CPRO|50
CSAP|430
CSIS|50
CSRA|550
CTBN|3150
CTRA|945
CTTH|50
DADA|138
DADA-W|11
DART|262
DAYA|272
DEAL|187
DEAL-W|11
DEFI|1770
DEWA|50
DFAM|386
DFAM-W|21
DGIK|50
DIGI|1700
DILD|270
DIVA|2290
DKFT|114
DLTA|6200
DMAS|258
DMMX|162
DMND|910
DNAR|240
DNET|3200
DOID|183
DPNS|254
DPUM|86
DSFI|91
DSNG|422
DSSA|17875
DUCK|1165
DUTI|4990
DVLA|2180
DWGL|250
DWGL-W|46
DYAN|58
EAST|78
EAST-W|11
ECII|850
EKAD|1010
ELSA|230
ELTY|50
EMDE|200
EMTK|5050
ENRG|50
ENVY|278
EPMT|2270
ERAA|1705
ERTX|134
ESIP|156
ESIP-W|12
ESSA|202
ESTI|50
ETWA|53
EXCL|2540
FAST|1165
FASW|7125
FILM|193
FINN|50
FIRE|110
FIRE-W|990
FISH|2500
FITT|56
FITT-W|22
FMII|470
FOOD|80
FORU|105
FORZ|50
FORZ-W|610
FPNI|83
FREN|108
FREN-W|62
FUJI|104
GAMA|50
GDST|67
GDYR|1725
GEMA|370
GEMS|2550
GGRM|55000
GGRP|428
GHON|1550
GIAA|284
GJTL|432
GLOB|330
GLVA|244
GMFI|86
GMTD|18700
GOLD|220
GOLL|50
GOOD|1320
GPRA|54
GREN|328
GSMF|117
GTBO|108
GWSA|134
GZCO|50
HADE|50
HDFA|150
HDIT|580
HDTX|120
HEAL|3170
HELI|170
HELI-W|12
HERO|890
HEXA|3100
HITS|595
HKMU|143
HMSP|1785
HOKI|905
HOKI-W|620
HOME|50
HOTL|94
HRME|950
HRTA|260
HRUM|1205
IATA|50
IBFN|368
IBFN-W|12
IBST|6900
ICBP|10825
ICON|66
IDPR|380
IFII|162
IFSH|476
IGAR|296
IIKP|50
IKAI|50
IKAN|190
IKBI|270
IMAS|755
IMJS|244
IMPC|1085
INAF|590
INAI|388
INCF|50
INCI|390
INCO|2870
INDF|7025
INDO|100
INDO-W|28
INDR|2090
INDS|1970
INDX|50
INDY|820
INKP|6100
INOV|296
INPC|50
INPC-W|5
INPP|940
INPS|3860
INRU|620
INTA|450
INTA-W|180
INTD|230
INTP|15325
IPCC|500
IPCM|162
IPOL|70
IPTV|374
IPTV-W|78
IRRA|685
ISAT|2150
ISSP|161
ITIC|1605
ITMA|260
ITMA-W|38
ITMG|11150
JAST|1455
JAWA|89
JAYA|71
JAYA-W|15
JECC|5700
JGLE|50
JIHD|525
JKON|476
JKSW|60
JMAS|620
JPFA|1455
JRPT|464
JSKY|127
JSMR|4770
JSPT|900
JTPE|985
KAEF|700
KARW|50
KAYU|57
KBLI|452
KBLM|236
KBLV|280
KBRI|50
KDSI|1000
KEEN|390
KEJU|895
KIAS|50
KICI|176
KIJA|286
KINO|2910
KIOS|300
KIOS-W|77
KJEN|1980
KKGI|192
KLBF|1285
KMTR|270
KOBX|111
KOIN|140
KONI|600
KOPI|610
KOTA|675
KOTA-W|436
KPAL|140
KPAS|50
KPAS-W|22
KPIG|122
KRAH|1520
KRAS|246
KREN|462
LAND|745
LAPD|50
LCGP|114
LCKM|336
LEAD|50
LIFE|5850
LINK|3490
LION|480
LMAS|86
LMPI|86
LMSH|242
LPCK|740
LPGI|3650
LPIN|200
LPKR|232
LPLI|52
LPPF|3150
LPPS|75
LRNA|154
LSIP|1020
LTLS|560
LUCK|414
MABA|50
MAGP|50
MAIN|750
MAMI|50
MAMI-W|12
MAMIP|600
MAPA|3660
MAPB|1505
MAPI|825
MARI|168
MARK|478
MASA|490
MAYA|8100
MBAP|1885
MBSS|418
MBTO|80
MCAS|1755
MCOR|101
MDIA|50
MDKA|1310
MDKI|168
MDLN|177
MDRN|50
MEDC|660
MEDC-W|116
MEGA|5425
MERK|2190
META|149
MFIN|1245
MFMI|398
MGNA|50
MGRO|780
MICE|354
MIDI|1250
MIKA|2430
MINA|66
MIRA|50
MITI|51
MKNT|50
MKPI|16125
MLBI|15000
MLIA|565
MLPL|57
MLPT|388
MMLP|168
MNCN|1270
MOLI|1030
MPMX|625
MPOW|60
MPPA|108
MPRO|805
MRAT|140
MREI|5900
MSIN|390
MSKY|1295
MTDL|1685
MTFN|50
MTLA|456
MTPS|286
MTPS-W|60
MTRA|244
MTSM|190
MTWI|59
MYOH|1190
MYOR|1850
MYRX|50
MYRXP|50
MYTX|56
NASA|199
NASA-W|700
NATO|1100
NATO-W|825
NELY|139
NFCX|2690
NICK|304
NIKL|390
NIPS|282
NIRO|143
NISP|845
NOBU|915
NRCA|326
NUSA|50
NUSA-W|4
NZIA|454
NZIA-W|70
OASA|368
OCAP|140
OKAS|99
OMRE|755
OPMS|85
PADI|50
PALM|174
PAMG|129
PANI|91
PANR|204
PANS|1145
PBID|935
PBRX|352
PBSA|755
PCAR|250
PDES|850
PEGE|149
PEHA|930
PGAS|1495
PGJO|86
PGLI|300
PICO|695
PJAA|830
PKPK|50
PLAS|50
PLIN|3400
PMJS|122
PNBN|1155
PNBS|50
PNIN|985
PNLF|266
PNSE|300
POLA|50
POLA-W|84
POLI|1290
POLL|11625
POLU|2190
POLY|50
POOL|50
POOL-W|4010
PORT|505
POSA|50
POSA-W|4
POWR|780
PPRE|186
PPRO|50
PRAS|182
PRDA|3680
PRIM|320
PRIM-W|21
PSAB|252
PSDN|178
PSGO|123
PSKT|50
PSSI|164
PTBA|2360
PTIS|97
PTPP|1250
PTPW|865
PTRO|1455
PTSN|236
PTSP|4550
PUDP|286
PURA|180
PURA-W|11
PURE|144
PURE-W|28
PWON|550
PYFA|182
PZZA|985
R-ABFII|28600
R-LQ45X|969
RAJA|108
RALS|930
RANC|290
RBMS|50
RDTX|5250
REAL|102
REAL-W|10
RELI|123
RICY|126
RIGS|286
RIMO|50
RISE|466
RMBA|282
RODA|56
ROTI|1290
RUIS|206
SAFE|202
SAME|188
SAPX|935
SATU|54
SCBD|2700
SCCO|9075
SCMA|1165
SCPI|29000
SDMU|50
SDPC|98
SDRA|770
SFAN|880
SFAN-W|402
SGRO|2300
SHID|4620
SHIP|745
SIDO|1230
SILO|6725
SIMA|50
SIMP|320
SINI|750
SINI-W|210
SIPD|1000
SKBM|300
SKLT|1610
SKRN|492
SKYB|51
SLIS|4770
SMAR|3650
SMBR|288
SMCB|965
SMDM|103
SMDR|192
SMGR|11000
SMKL|200
SMKL-W|16
SMMA|14500
SMMT|99
SMRA|880
SMRU|50
SMSM|1430
SOCI|119
SONA|4900
SOSS|444
SOSS-W|60
SOTS|234
SOTS-W|66
SPMA|302
SPTO|795
SQMI|304
SRAJ|200
SRIL|202
SRSN|62
SRTG|3500
SSIA|635
SSMS|795
SSTM|500
STAR|147
STTP|10000
SUGI|50
SULI|51
SUPR|4000
SURE|2980
SWAT|80
TALF|244
TAMA|414
TAMA-W|17
TAMU|93
TARA|198
TAXI|50
TBIG|1195
TBLA|650
TBMS|765
TCID|9800
TCPI|7100
TDPM|195
TEBE|1765
TELE|134
TFAS|111
TFCO|362
TGKA|5400
TGRA|97
TIFA|214
TINS|635
TIRA|234
TIRT|51
TKIM|6775
TLKM|3510
TMAS|80
TMPO|160
TNCA|228
TOBA|370
TOPS|50
TOTL|388
TOTO|246
TOWR|855
TPIA|8100
TPMA|294
TRAM|50
TRAM-W|11
TRIL|50
TRIM|135
TRIN|220
TRIN-W|19
TRIO|426
TRIS|298
TRIS-W|26
TRST|380
TRUK|81
TRUS|288
TSPC|1300
TUGU|3420
TURI|1230
UCID|1675
ULTJ|1580
UNIC|3120
UNIT|173
UNSP|84
UNTR|18000
UNVR|7300
URBN|1970
URBN-W|24
VICO|107
VINS|111
VINS-W|8
VIVA|50
VOKS|310
VRNA|75
WAPO|84
WEGE|264
WEHA|128
WICO|468
WIIM|135
WIKA|1905
WINS|100
WOMF|292
WOOD|430
WOWS|107
WSBP|204
WSKT|1035
WTON|366
XAFA|1049
XAQA|963
XASG|98
XBES|953
XBID|524
XBIN|505
XBLQ|469
XBNI|1039
XBSK|384
XCID|78
XCIS|106
XCLQ|95
XDIF|502
XIHD|471
XIIC|1055
XIIF|584
XIIT|525
XIJI|632
XIPI|168
XISB|398
XISC|677
XISI|298
XISR|381
XKIV|450
XMIG|174
XMJM|1000
XMTS|498
XNVE|133
XPCR|955
XPDV|453
XPES|397
XPFT|526
XPID|529
XPLC|501
XPLQ|475
XPMI|915
XPSG|460
XPTD|505
XSBC|108
XSPI|750
XSRI|192
XSSI|89
YELO|50
YELO-W|17
YPAS|133
YULE|200
ZBRA|50
ZINC|344
ZONE|490
