AALI|6525
ABBA|51
ABDA|5575
ABMM|1395
ACES|1195
ACST|290
ADES|750
ADHI|635
ADMF|6950
ADMG|102
ADRO|1040
AGAR|454
AGII|438
AGRO|100
AGRS|139
AHAP|50
AIMS|180
AISA|168
AKKU|50
AKPI|360
AKRA|2020
AKSI|216
ALDO|438
ALKA|358
ALMI|173
ALTO|400
AMAG|296
AMAN|224
AMAR|173
AMFG|2440
AMIN|388
AMOR|2180
AMRT|830
ANDI|50
ANJT|515
ANTM|535
APEX|120
APIC|745
APII|200
APLI|130
APLN|105
ARGO|825
ARII|600
ARKA|1400
ARMY|50
ARNA|354
ARTA|372
ARTI|50
ARTO|850
ASBI|250
ASDM|940
ASGR|835
ASII|3960
ASJT|109
ASMI|1175
ASPI|390
ASPI-W|24
ASRI|115
ASRM|2000
ASSA|318
ATIC|720
AUTO|820
AYLS|50
AYLS-W|7
BABP|50
BABP-W3|23
BABP-W4|6
BACA|420
BACA-W2|100
BAJA|53
BALI|620
BAPA|50
BAPI|50
BAPI-W|3
BATA|610
BAYU|995
BBCA|27500
BBHI|84
BBKP|116
BBLD|414
BBMD|1140
BBNI|3990
BBRI|2770
BBRM|50
BBTN|920
BBYB|286
BCAP|168
BCIC|450
BCIP|50
BDMN|2240
BEEF|226
BEEF-W|22
BEKS|50
BELL|625
BESS|238
BESS-W|36
BEST|140
BFIN|322
BGTG|50
BHIT|52
BIKA|206
BIMA|50
BINA|940
BIPI|50
BIPI-W|8
BIPP|50
BIPP-W2|1
BIRD|1015
BISI|740
BJBR|845
BJTM|515
BKDP|50
BKSL|50
BKSW|80
BLTA|50
BLTZ|3250
BLUE|480
BMAS|250
BMRI|4470
BMSR|52
BMTR|224
BNBA|278
BNBR|50
BNGA|695
BNII|146
BNLI|1230
BOGA|1550
BOLA|137
BOLT|760
BOSS|71
BPFI|1180
BPII|10000
BPTR|82
BRAM|3950
BRIS|200
BRMS|50
BRNA|1000
BRPT|905
BRPT-W|740
BSDE|820
BSIM|494
BSIM-W3|15
BSSR|1675
BSWD|1750
BTEK|50
BTEL|50
BTON|162
BTPN|1905
BTPS|2740
BUDI|88
BUKK|1100
BULL|156
BULL-W2|20
BUMI|50
BUVA|57
BVIC|58
BWPT|83
BYAN|14500
CAKK|50
CAKK-W|9
CAMP|186
CANI|206
CARE|322
CARS|55
CASA|398
CASA-W|135
CASS|540
CBMF|216
CCSI|226
CEKA|1315
CENT|52
CFIN|184
CINT|258
CITA|1650
CITY|56
CITY-W|21
CKRA|76
CLAY|2270
CLEO|412
CLPI|645
CMNP|1595
CMPP|184
CNKO|50
CNTB|250
CNTX|262
COCO|820
COCO-W|167
COWL|50
CPIN|4320
CPRI|50
CPRI-W|18
CPRO|50
CSAP|370
CSIS|50
CSMI|184
CSRA|308
CTBN|2370
CTRA|615
CTTH|50
DADA|376
DADA-W|9
DART|254
DAYA|575
DEAL|133
DEAL-W|11
DEFI|1855
DEWA|50
DFAM|400
DFAM-W|50
DGIK|50
DIGI|1700
DILD|240
DIVA|850
DKFT|96
DLTA|4800
DMAS|183
DMMX|63
DMND|940
DNAR|264
DNET|3500
DOID|130
DPNS|194
DPUM|86
DSFI|80
DSNG|322
DSSA|19750
DUCK|404
DUTI|4990
DVLA|2140
DWGL|250
DWGL-W|30
DYAN|50
EAST|57
EAST-W|8
ECII|680
EKAD|845
ELSA|214
ELTY|50
EMDE|200
EMTK|4970
ENRG|51
ENVY|168
EPMT|2040
ERAA|1060
ERTX|135
ESIP|157
ESIP-W|9
ESSA|150
ESTA|115
ESTI|50
ETWA|54
EXCL|2170
FAST|1050
FASW|6850
FILM|147
FINN|50
FIRE|130
FIRE-W|1
FISH|2360
FITT|55
FITT-W|15
FMII|680
FOOD|82
FORU|92
FORZ|50
FORZ-W|610
FPNI|81
FREN|98
FREN-W|40
FUJI|103
GAMA|50
GDST|56
GDYR|1410
GEMA|362
GEMS|2550
GGRM|48600
GGRP|270
GHON|1540
GIAA|208
GJTL|360
GLOB|350
GLVA|204
GMFI|77
GMTD|17450
GOLD|190
GOLL|50
GOOD|1155
GPRA|50
GREN|328
GSMF|114
GTBO|78
GWSA|99
GZCO|50
HADE|50
HDFA|160
HDIT|605
HDTX|120
HEAL|2400
HELI|180
HELI-W|9
HERO|800
HEXA|2290
HITS|600
HKMU|95
HMSP|1645
HOKI|710
HOKI-W|660
HOME|50
HOTL|85
HRME|348
HRTA|250
HRUM|1370
IATA|50
IBFN|286
IBFN-W|12
IBST|8300
ICBP|10200
ICON|55
IDPR|173
IFII|133
IFSH|368
IGAR|230
IIKP|50
IKAI|50
IKAN|242
IKBI|232
IMAS|545
IMJS|166
IMPC|1070
INAF|1165
INAI|356
INCF|50
INCI|376
INCO|2370
INDF|6400
INDO|58
INDO-W|18
INDR|1985
INDS|1585
INDX|53
INDY|760
INKP|4860
INOV|296
INPC|50
INPC-W|3
INPP|700
INPS|3540
INRU|910
INTA|344
INTA-W|3
INTD|220
INTP|11425
IPCC|320
IPCM|175
IPOL|62
IPTV|400
IPTV-W|102
IRRA|545
ISAT|1990
ISSP|143
ITIC|4000
ITMA|326
ITMA-W|31
ITMG|7750
JAST|330
JAWA|82
JAYA|54
JAYA-W|12
JECC|7000
JGLE|50
JIHD|472
JKON|420
JKSW|60
JMAS|296
JPFA|880
JRPT|420
JSKY|104
JSMR|3050
JSPT|920
JTPE|830
KAEF|1340
KARW|50
KAYU|50
KBAG|244
KBAG-W|115
KBLI|390
KBLM|244
KBLV|350
KBRI|50
KDSI|660
KEEN|362
KEJU|740
KIAS|50
KICI|182
KIJA|132
KINO|2310
KIOS|180
KIOS-W|66
KJEN|1260
KKGI|151
KLBF|1100
KMTR|268
KOBX|79
KOIN|100
KONI|428
KOPI|585
KOTA|486
KOTA-W|350
KPAL|107
KPAS|50
KPAS-W|15
KPIG|116
KRAH|322
KRAS|171
KREN|214
LAND|428
LAPD|50
LCGP|114
LCKM|320
LEAD|50
LIFE|5500
LINK|2510
LION|272
LMAS|50
LMPI|82
LMSH|254
LPCK|605
LPGI|4000
LPIN|170
LPKR|141
LPLI|83
LPPF|1155
LPPS|71
LRNA|144
LSIP|825
LTLS|390
LUCK|404
MABA|50
MAGP|50
MAIN|486
MAMI|50
MAMI-W|6
MAMIP|600
MAPA|1545
MAPB|1450
MAPI|530
MARI|138
MARK|344
MASA|448
MAYA|6400
MBAP|1590
MBSS|350
MBTO|80
MCAS|1005
MCOR|86
MDIA|50
MDKA|1260
MDKI|165
MDLN|95
MDRN|50
MEDC|488
MEDC-W|62
MEGA|6450
MERK|1840
META|107
MFIN|1240
MFMI|420
MGNA|50
MGRO|635
MICE|330
MIDI|1275
MIKA|1980
MINA|50
MIRA|50
MITI|51
MKNT|50
MKPI|15850
MLBI|11175
MLIA|600
MLPL|51
MLPT|332
MMLP|136
MNCN|1105
MOLI|1130
MPMX|550
MPOW|56
MPPA|108
MPRO|1180
MRAT|130
MREI|5675
MSIN|348
MSKY|1195
MTDL|1195
MTFN|50
MTLA|382
MTPS|366
MTRA|244
MTSM|202
MTWI|50
MYOH|1175
MYOR|1925
MYRX|50
MYRXP|50
MYTX|55
NASA|185
NASA-W|202
NATO|1075
NATO-W|380
NELY|131
NFCX|2240
NICK|342
NIKL|438
NIPS|282
NIRO|156
NISP|755
NOBU|860
NRCA|262
NUSA|50
NUSA-W|3
NZIA|206
NZIA-W|37
OASA|280
OCAP|122
OKAS|50
OMRE|338
OPMS|94
PADI|50
PALM|206
PAMG|84
PANI|70
PANR|71
PANS|900
PBID|910
PBRX|206
PBSA|750
PCAR|226
PDES|745
PEGE|194
PEHA|945
PGAS|830
PGJO|92
PGLI|316
PICO|288
PJAA|580
PKPK|50
PLAS|50
PLIN|2560
PMJS|123
PNBN|755
PNBS|50
PNIN|695
PNLF|194
PNSE|610
POLA|52
POLA-W|5
POLI|995
POLL|7850
POLU|1605
POLY|50
POOL|50
PORT|675
POSA|50
POSA-W|3
POWR|605
PPRE|127
PPRO|52
PRAS|152
PRDA|3550
PRIM|310
PRIM-W|16
PSAB|204
PSDN|116
PSGO|117
PSKT|50
PSSI|144
PTBA|2000
PTIS|64
PTPP|730
PTPW|610
PTRO|1440
PTSN|174
PTSP|4550
PUDP|222
PURA|78
PURA-W|5
PURE|110
PURE-W|18
PWON|392
PYFA|204
PZZA|565
R-ABFII|28600
R-LQ45X|742
RAJA|115
RALS|595
RANC|300
RBMS|50
RDTX|4800
REAL|70
REAL-W|10
RELI|228
RICY|117
RIGS|220
RIMO|50
RISE|456
RMBA|222
RODA|50
RONY|182
ROTI|1275
RUIS|206
SAFE|250
SAME|140
SAMF|364
SAPX|1150
SATU|52
SBAT|142
SBAT-W|15
SCBD|2700
SCCO|8975
SCMA|810
SCPI|29000
SDMU|50
SDPC|79
SDRA|800
SFAN|735
SFAN-W|310
SGRO|2470
SHID|3350
SHIP|650
SIDO|1235
SILO|5525
SIMA|50
SIMP|248
SINI|1300
SINI-W|320
SIPD|840
SKBM|280
SKLT|1610
SKRN|420
SKYB|51
SLIS|4750
SMAR|2690
SMBR|246
SMCB|825
SMDM|72
SMDR|142
SMGR|7700
SMKL|184
SMKL-W|18
SMMA|12800
SMMT|84
SMRA|486
SMRU|50
SMSM|1190
SOCI|112
SONA|5000
SOSS|358
SOSS-W|60
SOTS|199
SOTS-W|40
SPMA|288
SPTO|605
SQMI|224
SRAJ|177
SRIL|162
SRSN|66
SRTG|2900
SSIA|360
SSMS|1000
SSTM|490
STAR|138
STTP|9100
SUGI|50
SULI|50
SUPR|4000
SURE|2850
SWAT|96
TALF|260
TAMA|140
TAMA-W|8
TAMU|180
TARA|198
TAXI|50
TBIG|940
TBLA|515
TBMS|650
TCID|9350
TCPI|4210
TDPM|149
TEBE|1610
TELE|139
TFAS|170
TFCO|232
TGKA|5075
TGRA|65
TIFA|185
TINS|515
TIRA|324
TIRT|55
TKIM|4900
TLKM|3180
TMAS|85
TMPO|154
TNCA|218
TOBA|354
TOPS|50
TOTL|294
TOTO|214
TOWR|740
TPIA|7450
TPMA|300
TRAM|50
TRAM-W|11
TRIL|50
TRIM|117
TRIN|224
TRIN-W|22
TRIO|426
TRIS|246
TRIS-W|26
TRST|350
TRUK|100
TRUS|360
TSPC|1175
TUGU|3250
TURI|1320
UCID|1120
ULTJ|1395
UNIC|2800
UNIT|143
UNSP|53
UNTR|17550
UNVR|7100
URBN|1770
URBN-W|19
VICO|102
VINS|121
VINS-W|5
VIVA|50
VOKS|268
VRNA|135
WAPO|74
WEGE|182
WEHA|84
WICO|600
WIIM|103
WIKA|1075
WINS|89
WOMF|198
WOOD|270
WOWS|50
WSBP|164
WSKT|630
WTON|258
XAFA|975
XAQA|963
XASG|81
XBES|946
XBID|524
XBIN|505
XBLQ|341
XBNI|794
XBSK|363
XCID|78
XCIS|104
XCLQ|72
XDIF|335
XIHD|349
XIIC|839
XIIF|407
XIIT|400
XIJI|507
XIML|199
XIPI|125
XISB|398
XISC|452
XISI|226
XISR|291
XKIV|366
XMIG|121
XMJM|1001
XMTS|365
XNVE|103
XPCR|955
XPDV|338
XPES|311
XPFT|392
XPID|388
XPLC|344
XPLQ|347
XPMI|705
XPSG|306
XPTD|335
XSBC|100
XSPI|750
XSRI|163
XSSI|80
YELO|50
YELO-W|8
YPAS|226
YULE|200
ZBRA|50
ZINC|193
ZONE|426
