AALI|17825
ABBA|50
ABDA|7500
ABMM|2700
ACES|890
ACST|3005
ADES|1025
ADHI|2600
ADMF|3045
ADMG|90
ADRO|595
AGRO|92
AGRS|93
AHAP|183
AIMS|500
AISA|1100
AKKU|224
AKPI|930
AKRA|7625
AKSI|125
ALDO|725
ALKA|680
ALMI|199
ALTO|326
ALTO-W|350
AMAG|320
AMFG|6225
AMIN|111
AMRT|560
ANJT|1700
ANTM|369
APEX|3230
APIC|650
APII|262
APLI|75
APLN|330
APOL|58
ARGO|900
ARII|423
ARNA|585
ARTA|260
ARTI|148
ARTO|110
ASBI|490
ASDM|1190
ASGR|1675
ASII|6750
ASJT|175
ASMI|1265
ASMI-W|850
ASRI|356
ASRM|2300
ASSA|100
ATIC|535
ATPK|194
AUTO|1705
BABP|60
BABP-W|10
BACA|155
BACA-W|95
BACA-W2|105
BAJA|79
BALI|840
BALI-W|710
BAPA|50
BATA|850
BAYU|1025
BBCA|13175
BBHI|119
BBKP|555
BBLD|1250
BBMD|1545
BBNI|5000
BBNP|1860
BBRI|10975
BBRM|50
BBTN|1465
BBYB|202
BCAP|1630
BCAP-W|90
BCIC|50
BCIP|735
BDMN|3910
BEKS|67
BEST|266
BFIN|2700
BHIT|122
BIKA|1500
BIMA|355
BINA|300
BIPI|50
BIPP|84
BIPP-W|10
BIPP-W2|1
BIRD|5800
BISI|1360
BJBR|930
BJTM|420
BKDP|85
BKSL|59
BKSW|370
BLTA|196
BLTZ|5600
BMAS|460
BMRI|9400
BMSR|225
BMTR|790
BNBA|192
BNBR|50
BNGA|600
BNII|162
BNLI|630
BOLT|1030
BORN|50
BPFI|510
BPII|3450
BRAM|4680
BRAU|82
BRMS|50
BRNA|770
BRPT|314
BSDE|1730
BSIM|500
BSIM-W2|247
BSSR|1000
BSWD|3120
BTEK|1030
BTEL|50
BTON|470
BTPN|2085
BUDI|62
BUKK|690
BULL|90
BUMI|50
BUVA|610
BVIC|102
BVIC-W3|6
BWPT|226
BYAN|7900
CANI|264
CASS|1250
CEKA|655
CENT|140
CFIN|260
CINT|330
CITA|940
CKRA|50
CLPI|625
CMNP|1970
CMPP|109
CNKO|50
CNTB|5000
CNTX|14550
COWL|585
CPGT|50
CPIN|3365
CPRO|50
CSAP|415
CTBN|5550
CTRA|1310
CTRP|385
CTRS|1885
CTTH|51
DAJK|91
DART|475
DEFI|140
DEWA|50
DGIK|50
DILD|500
DKFT|397
DLTA|4750
DMAS|217
DNAR|104
DNET|1135
DOID|72
DPNS|324
DPUM|1250
DSFI|118
DSNG|465
DSSA|12100
DUTI|6400
DVLA|1300
DYAN|64
ECII|715
EKAD|419
ELSA|273
ELTY|50
EMDE|139
EMTK|9725
ENRG|50
EPMT|2700
ERAA|560
ERTX|1050
ESSA|1500
ESTI|218
ETWA|80
EXCL|3900
FAST|935
FASW|1000
FISH|1635
FMII|376
FORU|700
FPNI|104
FREN|51
GAMA|50
GDST|57
GDYR|2725
GEMA|319
GEMS|1600
GGRM|65400
GIAA|408
GJTL|488
GLOB|478
GMCW|860
GMTD|7400
GOLD|445
GOLL|74
GOLL-W|16
GPRA|198
GREN|134
GSMF|103
GTBO|260
GWSA|84
GZCO|77
HADE|50
HDFA|130
HDTX|795
HERO|1025
HEXA|1200
HITS|715
HMSP|108375
HOME|261
HOTL|132
HOTL-W|10
HRUM|655
IATA|50
IBFN|161
IBST|2120
ICBP|15400
ICON|605
IDPR|1485
IGAR|235
IIKP|3100
IKAI|124
IKBI|1040
IMAS|2090
IMJS|440
IMPC|9275
INAF|313
INAI|420
INCI|300
INCO|1595
INDF|6825
INDR|670
INDS|359
INDX|131
INDY|128
INKP|870
INPC|71
INPP|368
INRU|350
INTA|240
INTD|380
INTP|19525
INVS|117
IPOL|69
ISAT|5250
ISSP|200
ITMA|13900
ITMG|5600
ITTG|82
JAWA|204
JECC|2100
JIHD|595
JKON|800
JKSW|72
JPFA|780
JPRS|124
JRPT|600
JSMR|5425
JSPT|935
JTPE|212
KAEF|1110
KARW|75
KBLI|149
KBLM|121
KBLV|1310
KBRI|50
KDSI|217
KIAS|76
KICI|250
KIJA|236
KINO|3720
KKGI|415
KLBF|1270
KOBX|112
KOIN|290
KONI|230
KOPI|710
KPIG|1270
KRAH|2065
KRAS|363
KREN|2120
LAMI|320
LAPD|50
LCGP|474
LEAD|109
LINK|3500
LION|980
LMAS|50
LMPI|106
LMSH|575
LPCK|6025
LPGI|5000
LPIN|5100
LPKR|1030
LPLI|249
LPPF|16525
LPPS|84
LRNA|109
LRNA-W|18
LSIP|1450
LTLS|393
MAGP|50
MAGP-W|2
MAIN|1330
MAMI|50
MAMIP|600
MAPI|4155
MARI|750
MASA|194
MAYA|1825
MBAP|1120
MBSS|222
MBTO|137
MCOR|295
MCOR-W2|197
MDIA|3350
MDKA|1900
MDLN|366
MDRN|126
MEDC|830
MEGA|2885
MERK|7000
META|91
MFIN|815
MFMI|320
MGNA|51
MGNA-W|22
MICE|371
MIDI|750
MIKA|2030
MIRA|50
MITI|124
MKNT|550
MKPI|17100
MLBI|8000
MLIA|495
MLPL|237
MLPT|1135
MMLP|785
MNCN|1590
MPMX|530
MPPA|1785
MRAT|208
