AALI|15775
ABBA|50
ABDA|7000
ABMM|2250
ACES|745
ACST|2710
ADES|1090
ADHI|2150
ADMF|6725
ADMG|146
ADRO|1740
AGII|895
AGRO|488
AGRO-W|330
AGRS|96
AHAP|200
AIMS|150
AISA|1985
AKKU|93
AKPI|835
AKRA|6850
AKSI|125
ALDO|600
ALKA|230
ALMI|185
ALTO|320
ALTO-W|350
AMAG|416
AMFG|6550
AMIN|338
AMRT|550
ANJT|1990
ANTM|805
APEX|1780
APIC|394
APIC-W|260
APII|246
APLI|112
APLN|222
APOL|58
ARGO|900
ARII|486
ARNA|488
ARTA|266
ARTI|50
ARTO|165
ASBI|378
ASDM|860
ASGR|1750
ASII|8100
ASJT|180
ASMI|464
ASRI|384
ASRM|2150
ASSA|192
ATIC|690
ATPK|194
AUTO|2020
BABP|77
BABP-W|7
BABP-W2|70
BACA|202
BACA-W|87
BACA-W2|87
BAJA|326
BALI|995
BALI-W|755
BAPA|50
BATA|790
BAYU|850
BBCA|14950
BBHI|93
BBKP|615
BBLD|820
BBMD|1500
BBNI|5500
BBNP|1910
BBRI|11700
BBRM|51
BBTN|1920
BBYB|310
BBYB-W|182
BCAP|1490
BCIC|50
BCIP|199
BDMN|4210
BEKS|57
BEST|312
BFIN|3500
BGTG|79
BHIT|134
BIKA|476
BIMA|198
BINA|356
BIPI|138
BIPP|96
BIPP-W|21
BIPP-W2|1
BIRD|2920
BISI|1795
BJBR|2300
BJTM|625
BKDP|68
BKSL|90
BKSW|340
BLTA|196
BLTZ|7800
BMAS|330
BMRI|11000
BMSR|116
BMTR|600
BNBA|195
BNBR|50
BNGA|970
BNII|356
BNLI|690
BOGA|382
BOGA-W|193
BOLT|910
BORN|50
BPFI|500
BPII|3500
BRAM|7000
BRAU|82
BRMS|101
BRNA|1140
BRPT|1795
BSDE|1860
BSIM|860
BSIM-W2|580
BSIM-W3|212
BSSR|1270
BSWD|2050
BTEK|1200
BTEL|50
BTON|127
BTPN|2590
BUDI|106
BUKK|730
BULL|143
BUMI|486
BUVA|590
BVIC|104
BWPT|310
BYAN|6000
CANI|750
CASA|448
CASA-W|296
CASS|800
CEKA|1355
CENT|145
CFIN|244
CINT|312
CITA|900
CKRA|70
CLPI|960
CMNP|1535
CMPP|110
CNKO|52
CNTB|250
CNTX|900
COWL|1085
CPGT|50
CPIN|3190
CPRO|50
CSAP|498
CTBN|5200
CTRA|1340
CTTH|84
DAJK|58
DART|374
DAYA|192
DEFI|750
DEWA|89
DGIK|89
DILD|462
DKFT|402
DLTA|4500
DMAS|226
DNAR|292
DNET|1120
DOID|505
DPNS|314
DPUM|520
DSFI|165
DSNG|540
DSSA|7000
DUTI|5800
DVLA|1705
DYAN|66
ECII|690
EKAD|595
ELSA|456
ELTY|50
EMDE|140
EMTK|8850
ENRG|69
EPMT|2900
ERAA|620
ERTX|170
ESSA|1460
ESTI|95
ETWA|81
EXCL|2830
FAST|1455
FASW|4150
FISH|4590
FMII|510
FORU|264
FPNI|123
FREN|64
GAMA|50
GDST|116
GDYR|2000
GEMA|420
GEMS|2900
GGRM|63000
GIAA|338
GJTL|1080
GLOB|456
GMCW|860
GMTD|6700
GOLD|500
GOLL|124
GOLL-W|17
GPRA|210
GREN|200
GSMF|99
GTBO|260
GWSA|137
GZCO|103
HADE|50
HDFA|270
HDTX|322
HERO|1255
HEXA|3330
HITS|780
HMSP|3990
HOME|230
HOTL|145
HOTL-W|16
HRUM|1980
IATA|50
IBFN|175
IBST|1850
ICBP|8600
ICON|500
IDPR|1100
IGAR|480
IIKP|2630
IKAI|87
IKBI|280
IMAS|1300
IMJS|318
IMPC|1055
INAF|2530
INAI|700
INCF|440
INCI|308
INCO|2300
INDF|8000
INDR|720
INDS|830
INDX|96
INDY|710
INKP|1005
INPC|113
INPC-W|28
INPP|590
INRU|300
INTA|340
INTD|820
INTP|15075
INVS|117
IPOL|167
ISAT|6200
ISSP|234
ITMA|1235
ITMG|14525
ITTG|82
JAWA|151
JECC|3790
JGLE|404
JIHD|492
JKON|610
JKSW|70
JPFA|1610
JPRS|141
JRPT|875
JSMR|4180
JSPT|3000
JTPE|336
KAEF|2140
KARW|236
KBLI|280
KBLM|270
KBLV|1270
KBRI|50
KDSI|358
KIAS|81
KICI|125
KIJA|294
KINO|3190
KKGI|1695
KLBF|1495
KOBX|101
KOIN|288
KONI|460
KOPI|690
KPIG|1480
KRAH|2330
KRAS|730
KREN|438
LAMI|368
LAPD|50
LCGP|118
LEAD|117
LINK|5300
LION|1000
LMAS|90
LMPI|149
LMSH|510
LPCK|5100
LPGI|5575
LPIN|6000
LPKR|725
LPLI|236
LPPF|15150
LPPS|116
LRNA|184
LRNA-W|24
LSIP|1640
LTLS|380
MAGP|50
MAIN|1215
MAMI|50
MAMIP|600
MAPI|5125
MARI|1000
MASA|254
MAYA|2400
MBAP|1905
MBSS|356
MBTO|182
MCOR|198
MDIA|2990
MDKA|1930
MDLN|338
MDRN|98
MEDC|1380
MEGA|2550
MERK|9200
META|124
MFIN|750
MFMI|710
MGNA|133
MGNA-W|25
MICE|430
MIDI|750
MIKA|2440
MIRA|50
MITI|66
MKNT|488
MKPI|25850
MLBI|11500
MLIA|530
MLPL|354
MLPT|1795
MMLP|680
MNCN|1730
MPMX|805
MPPA|1260
MRAT|204
MREI|4230
MSKY|1020
MTDL|640
MTFN|50
MTLA|260
MTRA|316
MTSM|342
MYOH|690
MYOR|1750
MYRX|158
MYRXP|53
MYTX|66
NAGA|170
NELY|84
NIKL|3770
NIPS|386
NIRO|84
NISP|1730
NOBU|825
NRCA|416
OASA|374
OCAP|430
OKAS|51
OMRE|220
PADI|466
PALM|460
PANR|690
PANS|3780
PBRX|440
PBSA|1400
PDES|125
PEGE|200
PGAS|2650
PGLI|53
PICO|214
PJAA|1850
PKPK|51
PLAS|160
PLIN|4550
PNBN|790
PNBS|112
PNIN|620
PNLF|179
PNSE|900
POLY|72
POOL|2350
POWR|1250
PPRO|1260
PRAS|173
PRDA|5600
PSAB|252
PSDN|148
PSKT|151
PSKT-W|62
PTBA|10975
PTIS|800
PTPP|3480
PTRO|735
PTSN|72
PTSP|7300
PUDP|392
PWON|575
PYFA|206
R-ABFII|28600
R-LQ45X|912
RAJA|189
RALS|1310
RANC|520
RBMS|97
RDTX|9850
RELI|426
RICY|158
RIGS|178
RIMO|190
RMBA|446
RODA|370
ROTI|1555
RUIS|228
SAFE|90
SAME|2590
SCBD|1700
SCCO|7100
SCMA|2750
SCPI|29000
SDMU|432
SDPC|109
SDRA|1150
SGRO|1945
SHID|900
SHIP|482
SIAP|83
SIDO|550
SILO|11850
SIMA|164
SIMP|515
SIPD|640
SKBM|655
SKLT|735
SKYB|420
SMAR|4180
SMBR|2090
SMCB|900
SMDM|89
SMDR|5600
SMGR|9025
SMMA|8500
SMMT|151
SMRA|1375
SMRU|300
SMSM|890
SOBI|1700
SOCI|308
SONA|1915
SPMA|197
SQBB|10500
SQBI|410000
SQMI|1640
SRAJ|216
SRIL|250
SRSN|52
SRTG|3450
SSIA|620
SSMS|1610
SSTM|440
STAR|56
STTP|3190
SUGI|114
SULI|252
SUPR|6500
TALF|360
TARA|675
TARA-W|452
TAXI|171
TBIG|5025
TBLA|1125
TBMS|745
TCID|14100
TELE|850
TFCO|1050
TGKA|4300
TIFA|141
TINS|980
TIRA|330
TIRT|124
TKGA|1800
TKIM|855
TKIM-W|115
TLKM|3900
TMAS|1520
TMPI|64
TMPO|160
TOBA|1270
TOTL|775
TOTO|492
TOWR|3500
TPIA|21775
TPMA|300
TRAM|136
TRIL|50
TRIM|72
TRIO|2000
TRIS|332
TRIS-W|27
TRST|300
TRUB|50
TRUS|192
TSPC|1870
TURI|1345
ULTJ|4400
UNIC|2540
UNIT|360
UNSP|69
UNTR|22625
UNVR|41900
VICO|92
VINS|78
VINS-W|24
VIVA|328
VOKS|1150
VRNA|91
WAPO|59
WEHA|155
WICO|96
WIIM|440
WIKA|2510
WINS|244
WOMF|204
WSBP|575
WSKT|2550
WTON|825
XCID|87
XIIC|1035
XIIF|608
XIIT|484
XIJI|707
XISC|678
XISI|352
XISR|313
XPLQ|468
YPAS|675
YULE|72
ZBRA|50
