AALI|18000
ABBA|50
ABDA|7000
ABMM|2900
ACES|510
ACST|4200
ADES|1100
ADHI|2075
ADMF|3950
ADMG|88
ADRO|600
AGRO|81
AGRS|117
AHAP|144
AIMS|420
AISA|1615
AKKU|305
AKPI|750
AKRA|5750
AKSI|125
ALDO|700
ALKA|421
ALMI|236
ALTO|330
ALTO-W|270
AMAG|389
AMFG|5900
AMRT|560
ANJT|1610
ANTM|480
APEX|3330
APIC|580
APII|270
APLI|65
APLN|318
APOL|58
ARGO|900
ARII|400
ARNA|500
ARTA|275
ARTI|216
ASBI|440
ASDM|1000
ASGR|1795
ASII|5800
ASJT|150
ASMI|815
ASMI-W|410
ASRI|347
ASRM|1900
ASSA|104
ATIC|665
ATPK|194
AUTO|1560
BABP|68
BABP-W|14
BACA|173
BACA-W|148
BAJA|102
BALI|780
BALI-W|555
BAPA|50
BATA|1050
BAYU|950
BBCA|12275
BBHI|120
BBKP|700
BBLD|1130
BBMD|1565
BBNI|4285
BBNP|2320
BBRI|9775
BBRM|67
BBTN|1050
BBYB|87
BCAP|1720
BCIC|50
BCIP|820
BDMN|3500
BEKS|53
BEST|295
BFIN|2500
BHIT|227
BIKA|2005
BIMA|620
BINA|285
BIPI|60
BIPP|70
BIPP-W|9
BIPP-W2|1
BIRD|6800
BISI|1205
BJBR|660
BJTM|380
BKDP|83
BKSL|70
BKSW|320
BLTA|196
BLTZ|4600
BMAS|360
BMRI|8650
BMSR|183
BMTR|995
BNBA|168
BNBR|50
BNGA|530
BNII|158
BNLI|1220
BOLT|1055
BORN|50
BPFI|570
BPII|1750
BRAM|4000
BRAU|82
BRMS|50
BRNA|640
BRPT|120
BSDE|1530
BSIM|490
BSIM-W|335
BSIM-W2|230
BSSR|1110
BSWD|4430
BTEK|1350
BTEL|50
BTON|500
BTPN|2900
BUDI|75
BUKK|675
BULL|63
BUMI|50
BUVA|530
BVIC|98
BVIC-W3|8
BWPT|255
BYAN|8200
CANI|264
CASS|1200
CEKA|695
CENT|150
CFIN|262
CINT|329
CITA|940
CKRA|127
CLPI|545
CMNP|1510
CMPP|116
CNKO|53
CNTB|5000
CNTX|16775
COWL|610
CPGT|50
CPIN|2045
CPRO|50
CSAP|390
CTBN|5100
CTRA|830
CTRP|391
CTRS|2050
CTTH|63
DAJK|467
DART|500
DEFI|1405
DEWA|50
DGIK|63
DILD|615
DKFT|397
DLTA|238000
DMAS|195
DNAR|128
DNET|990
DOID|65
DPNS|343
DSFI|139
DSNG|2945
DSSA|12900
DUTI|6300
DVLA|1425
DYAN|68
ECII|1035
EKAD|402
ELSA|415
ELTY|50
EMDE|189
EMTK|11000
ENRG|55
EPMT|2250
ERAA|458
ERTX|1275
ESSA|1600
ESTI|200
ETWA|80
EXCL|2395
FAST|1190
FASW|1220
FISH|1500
FMII|415
FORU|735
FPNI|87
FREN|51
FREN-W|9
GAMA|50
GDST|57
GDYR|1620
GEMA|335
GEMS|1375
GGRM|42825
GIAA|336
GJTL|500
GLOB|1000
GMCW|860
GMTD|9000
GOLD|300
GOLL|91
GOLL-W|11
GPRA|250
GREN|135
GSMF|101
GTBO|260
GWSA|103
GZCO|84
HADE|50
HDFA|219
HDTX|970
HERO|1550
HEXA|1575
HITS|705
HMSP|76475
HOME|220
HOTL|129
HOTL-W|11
HRUM|870
IATA|51
IBFN|316
IBST|2375
ICBP|12950
ICON|479
IGAR|298
IIKP|745
IKAI|109
IKBI|1045
IMAS|2700
IMJS|500
IMPC|8675
INAF|135
INAI|366
INCI|304
INCO|1680
INDF|5225
INDR|735
INDS|445
INDX|242
INDY|218
INKP|785
INPC|65
INPP|368
INRU|280
INTA|246
INTD|380
INTP|18800
INVS|117
IPOL|71
ISAT|3500
ISSP|138
ITMA|13900
ITMG|9550
ITTG|82
JAWA|252
JECC|1500
JIHD|620
JKON|895
JKSW|78
JPFA|330
JPRS|143
JRPT|900
JSMR|5100
JSPT|750
JTPE|240
KAEF|700
KARW|340
KBLI|100
KBLM|121
KBLV|2200
KBRI|50
KDSI|225
KIAS|99
KICI|254
KIJA|186
KKGI|635
KLBF|1530
KOBX|121
KOIN|290
KONI|330
KOPI|830
KPIG|1435
KRAH|2305
KRAS|325
KREN|1760
LAMI|282
LAPD|50
LCGP|580
LEAD|187
LINK|5175
LION|1225
