20171103|AALI|Astra Agro Lestari Tbk.|14500|14600|14450|14550|683800|9913080000|1182.005|0|14550|15200|J|14500|10600|B|14600
20171103|ABBA|Mahaka Media Tbk.|50|50|50|50|200|10000|87.719|0|50|197700|J|0|0|B|0
20171103|ABDA|Asuransi Bina Dana Arta Tbk.|6650|0|0|6650|0|0|1518.199|0|6650|100|J|5500|100|B|0
20171103|ABMM|ABM Investama Tbk.|2380|0|0|2380|0|0|63.467|0|2350|100|J|1785|15500|B|0
20171103|ACES|Ace Hardware Indonesia Tbk.|1265|1265|1200|1205|21376600|25919510500|1469.512|0|1210|13700|J|1205|2889000|B|0
20171103|ACST|Acset Indonusa Tbk.|2920|2930|2900|2910|2596000|7554577000|122.203|0|2910|74800|J|2900|6100|B|0
20171103|ADES|Akasha Wira International Tbk.|990|985|980|980|7500|7351000|50.909|0|1010|5000|J|990|10000|B|0
20171103|ADHI|Adhi Karya (Persero) Tbk.|2230|2270|2210|2260|8934700|20115339000|1774.874|0|2260|201800|J|2250|440600|B|2250
20171103|ADMF|Adira Dinamika Multi Finance Tbk.|7100|7125|7075|7100|125700|889392500|305.376|0|7100|100|J|7075|200|B|0
20171103|ADMG|Polychem Indonesia Tbk|228|228|214|222|759200|166084800|19.815|0|222|66000|J|220|21300|B|0
20171103|ADRO|Adaro Energy Tbk.|1900|1925|1895|1895|28641300|54444479500|172.273|0|1900|5500|J|1895|279600|B|1915
20171103|AGII|Aneka Gas Industri Tbk.|630|655|600|620|3908000|2446743000|56.364|0|625|5000|J|620|144100|B|0
20171103|AGRO|Bank Rakyat Indonesia Agroniaga Tbk.|525|580|520|570|76701900|43173126000|931.251|0|575|1518200|J|570|2243800|B|0
20171103|AGRO-W|Waran Seri II Bank Rakyat Indonesia Agro|400|440|402|420|31400|13212000|42000|0|440|66600|J|420|13400|B|0
20171103|AGRS|Bank Agris Tbk.|258|260|246|246|146300|37048200|223.636|0|246|95800|J|242|51000|B|0
20171103|AHAP|Asuransi Harta Aman Pratama Tbk.|192|0|0|192|0|0|387.284|0|190|15000|J|161|10000|B|0
20171103|AIMS|Akbar Indo Makmur Stimec Tbk|124|131|124|129|50800|6597400|103.2|0|129|4700|J|124|1700|B|0
20171103|AISA|Tiga Pilar Sejahtera Food Tbk.|935|975|925|930|5723100|5390865500|113.196|0|940|20700|J|930|20500|B|0
20171103|AKKU|Anugerah Kagum Karya Utama Tbk.|66|68|65|67|3975800|261287900|101.697|0|67|528500|J|66|165000|B|0
20171103|AKPI|Argha Karya Prima Industry Tbk.|870|790|660|745|5800|4017000|98.273|0|780|1900|J|750|500|B|0
20171103|AKRA|AKR Corporindo Tbk.|7575|7625|7325|7575|4608600|34170677500|6037.252|0|7575|259200|J|7525|6300|B|7600
20171103|AKSI|Majapahit Inti Corpora Tbk.|396|396|394|394|1000|394200|197|0|394|500|J|302|11000|B|0
20171103|ALDO|Alkindo Naratama Tbk.|600|0|0|600|0|0|266.667|0|750|500|J|600|700|B|0
20171103|ALKA|Alakasa Industrindo Tbk|330|332|326|332|900|295200|55.892|0|330|100|J|320|1000|B|0
20171103|ALMI|Alumindo Light Metal Industry Tbk.|230|232|228|232|65100|14849000|35.692|0|232|41000|J|230|100|B|0
20171103|ALTO|Tri Banyan Tirta Tbk.|448|450|448|450|11800200|5286490000|224.825|0|450|5900|J|360|10000|B|0
20171103|AMAG|Asuransi Multi Artha Guna Tbk.|360|380|356|356|106300|38297000|339.048|0|356|2200|J|352|1500|B|0
20171103|AMFG|Asahimas Flat Glass Tbk.|6700|6500|6500|6500|600|3900000|265.306|0|6650|200|J|6425|200|B|0
20171103|AMIN|Ateliers Mecaniques D Indonesie Tbk.|450|482|450|470|116700|55066200|367.188|0|480|209000|J|470|10400|B|0
20171103|AMRT|Sumber Alfaria Trijaya Tbk.|690|710|690|690|25800|17848500|1760.698|0|700|23200|J|690|234300|B|0
20171103|ANJT|Austindo Nusantara Jaya Tbk.|1230|1300|1245|1290|390200|496222000|107.5|0|1285|100|J|1260|200|B|0
20171103|ANTM|Aneka Tambang (Persero) Tbk.|670|675|660|670|22853300|15257216500|441.749|0|675|1792000|J|670|2113200|B|670
20171103|APEX|Apexindo Pratama Duta Tbk.|1780|1780|1780|1780|88300|157174000|113.956|0|1780|9100|J|0|0|B|0
20171103|APIC|Pacific Strategic Financial Tbk.|460|460|454|454|6813900|3116516200|482.897|0|456|58100|J|454|87700|B|0
20171103|APIC-W|Waran Seri II Pacific Strategic Financia|560|0|0|560|0|0|56000|0|560|50000|J|310|20000|B|0
20171103|APII|Arita Prima Indonesia Tbk.|230|278|278|278|100|27800|126.364|0|278|2300|J|234|500|B|0
20171103|APLI|Asiaplast Industries Tbk.|80|82|81|81|5100|413300|67.5|0|81|45300|J|80|34800|B|0
20171103|APLN|Agung Podomoro Land Tbk.|248|258|248|252|21983100|5561235800|69.041|0|254|1065100|J|252|857500|B|0
20171103|APOL|Arpeni Pratama Ocean Line Tbk.|58|0|0|58|0|0|18.56|0|0|0|J|0|0|B|0
20171103|ARGO|Argo Pantes Tbk|825|0|0|825|0|0|20.729|0|0|0|J|825|50000|B|0
