20170620|AALI|Astra Agro Lestari Tbk.|14600|14650|14350|14375|928500|13389602500|1167.789|0|14400|1600|J|14375|94100|B|14650
20170620|ABBA|Mahaka Media Tbk.|50|0|0|50|0|0|87.719|0|50|130400|J|0|0|B|0
20170620|ABDA|Asuransi Bina Dana Arta Tbk.|6400|6600|6500|6600|12000|78260000|1506.784|0|6800|200|J|6550|800|B|0
20170620|ABMM|ABM Investama Tbk.|2350|0|0|2350|0|0|62.667|0|2350|600|J|1770|400|B|0
20170620|ACES|Ace Hardware Indonesia Tbk.|1055|1100|1050|1085|14891700|16159626500|1323.171|0|1090|300|J|1085|98500|B|0
20170620|ACST|Acset Indonusa Tbk.|3090|3080|3050|3070|76600|234675000|128.922|0|3070|5000|J|3050|7500|B|0
20170620|ADES|Akasha Wira International Tbk.|1065|1100|1065|1090|25200|27444500|56.623|0|1085|200|J|1070|2500|B|0
20170620|ADHI|Adhi Karya (Persero) Tbk.|2170|2210|2160|2180|13519500|29369277000|1712.046|0|2180|1262900|J|2170|67400|B|2200
20170620|ADMF|Adira Dinamika Multi Finance Tbk.|6350|6400|6275|6375|237700|1502647500|274.194|0|6375|8000|J|6300|600|B|0
20170620|ADMG|Polychem Indonesia Tbk|222|234|220|226|5522300|1252917800|20.172|0|228|60600|J|226|127200|B|0
20170620|ADRO|Adaro Energy Tbk.|1565|1645|1580|1640|66950700|108620682500|149.091|0|1645|280800|J|1640|134800|B|1585
20170620|AGII|Aneka Gas Industri Tbk.|875|890|880|890|19600|17362000|80.909|0|895|1000|J|890|2300|B|0
20170620|AGRO|Bank Rakyat Indonesia Agroniaga Tbk.|740|780|725|745|14782700|11081493500|1217.161|0|750|278600|J|745|201300|B|0
20170620|AGRO-W|Waran Seri II Bank Rakyat Indonesia Agro|550|610|585|585|246200|147139500|58500|0|600|363400|J|585|13600|B|0
20170620|AGRS|Bank Agris Tbk.|362|452|324|452|21730800|8762826800|410.909|0|0|0|J|452|1001100|B|0
20170620|AHAP|Asuransi Harta Aman Pratama Tbk.|185|184|184|184|1000|184000|371.147|0|184|200|J|178|1000|B|0
20170620|AIMS|Akbar Indo Makmur Stimec Tbk|144|0|0|144|0|0|115.2|0|146|2000|J|142|100|B|0
20170620|AISA|Tiga Pilar Sejahtera Food Tbk.|1725|1750|1685|1690|11444200|19470958000|205.699|0|1695|25100|J|1690|178800|B|0
20170620|AKKU|Anugerah Kagum Karya Utama Tbk.|77|79|77|77|5835600|451985300|116.876|0|77|200900|J|76|731200|B|0
20170620|AKPI|Argha Karya Prima Industry Tbk.|900|0|0|900|0|0|118.719|0|990|200|J|0|0|B|0
20170620|AKRA|AKR Corporindo Tbk.|6350|6525|6350|6500|8270300|53335267500|5180.48|0|6500|41700|J|6475|5000|B|6350
20170620|AKSI|Majapahit Inti Corpora Tbk.|125|0|0|125|0|0|62.5|0|0|0|J|0|0|B|0
20170620|ALDO|Alkindo Naratama Tbk.|600|0|0|600|0|0|266.667|0|750|500|J|0|0|B|0
20170620|ALKA|Alakasa Industrindo Tbk|180|175|164|165|8700|1463700|27.778|0|165|7800|J|164|3200|B|0
20170620|ALMI|Alumindo Light Metal Industry Tbk.|196|196|196|196|200|39200|30.154|0|200|100|J|196|1900|B|0
20170620|ALTO|Tri Banyan Tirta Tbk.|320|0|0|320|0|0|159.875|0|310|500|J|0|0|B|0
20170620|ALTO-W|Waran Seri I Tri Banyan Tirta Tbk.|20|20|20|20|4500|90000|2000|0|20|495500|J|5|200|B|0
20170620|AMAG|Asuransi Multi Artha Guna Tbk.|400|400|390|400|49600|19346000|380.952|0|410|10500|J|400|30400|B|0
20170620|AMFG|Asahimas Flat Glass Tbk.|6050|6050|6050|6050|100|605000|246.939|0|6100|1200|J|6050|900|B|0
20170620|AMIN|Ateliers Mecaniques D Indonesie Tbk.|340|338|338|338|100|33800|264.062|0|338|58800|J|328|20000|B|0
20170620|AMRT|Sumber Alfaria Trijaya Tbk.|565|575|565|570|15200|8634000|1454.49|0|575|109900|J|570|3100|B|0
20170620|ANJT|Austindo Nusantara Jaya Tbk.|1585|1585|1580|1585|1007600|1596308500|132.083|0|1585|900|J|1545|100|B|0
20170620|ANTM|Aneka Tambang (Persero) Tbk.|705|715|705|710|9263500|6565302000|468.122|0|710|950100|J|705|976800|B|715
20170620|APEX|Apexindo Pratama Duta Tbk.|1780|1780|1780|1780|146900|261482000|113.956|0|2000|400|J|1780|5700|B|0
20170620|APIC|Pacific Strategic Financial Tbk.|412|414|412|412|3325900|1375328200|438.223|0|414|65000|J|412|157800|B|0
20170620|APIC-W|Waran Seri II Pacific Strategic Financia|300|0|0|300|0|0|30000|0|0|0|J|224|10000|B|0
20170620|APII|Arita Prima Indonesia Tbk.|210|210|210|210|2000|420000|95.455|0|250|50000|J|210|198000|B|0
