20170109|COMPOSITE|0|0|5316.364|13007333786|5220873509888
20170109|AGRI|0|0|1858.393|727285100|374062269900
20170109|MINING|0|0|1397.225|3560177393|762935629760
20170109|BASIC-IND|0|0|538.783|209695500|250310350400
20170109|MISC-IND|0|0|1345.981|360865820|303539646400
20170109|CONSUMER|0|0|2379.455|61665488|345427369605
20170109|PROPERTY|0|0|519.98|2565877910|761751828420
20170109|INFRASTRUC|0|0|1068.096|307886546|758881007325
20170109|FINANCE|0|0|803.705|2539420562|1077025791439
20170109|TRADE|0|0|860.551|2674459467|586939616639
20170109|MANUFACTUR|0|0|1384.416|632226808|899277366405
20170109|LQ45|0|0|892.128|2751040344|3091069619170
20170109|JII|0|0|700.608|2404448083|2213247537210
20170109|MBX|0|0|1509.098|3849576153|3769025047749
20170109|DBX|0|0|830.1|9157757633|1451848462139
20170109|KOMPAS100|0|0|1123.388|5324933820|4213763473195
20170109|BISNIS-27|0|0|463.327|475435036|2021416681490
20170109|PEFINDO25|0|0|382.213|166657855|246698703500
20170109|SRI-KEHATI|0|0|310.768|416719118|2077187258855
20170109|ISSI|0|0|173.049|6814714474|3246831155494
20170109|IDX30|0|0|481.189|554598915|2401646203020
20170109|INFOBANK15|0|0|607.594|186489683|809695020835
20170109|SMinfra18|0|0|344.013|302544454|1029892336075
20170109|MNC36|0|0|298.93|2278141912|2091175571475
20170109|Investor33|0|0|370|528745916|2120600732505
