20170712|COMPOSITE|0|0|5819.132|16667080057|5569565666855
20170712|AGRI|0|0|1788.923|145095200|100053444900
20170712|MINING|0|0|1418.213|427009927|338728139950
20170712|BASIC-IND|0|0|620.08|10996039487|899880037255
20170712|MISC-IND|0|0|1469.617|220853803|539122745900
20170712|CONSUMER|0|0|2520.663|552983402|413991537629
20170712|PROPERTY|0|0|490.984|1314092151|595517008398
20170712|INFRASTRUC|0|0|1190.808|1298090768|575718970897
20170712|FINANCE|0|0|956.638|673123272|1416627921908
20170712|TRADE|0|0|907.514|1039792047|689925860018
20170712|MANUFACTUR|0|0|1498.958|11769876692|1852994320784
20170712|LQ45|0|0|976.18|1300186239|3232603847033
20170712|JII|0|0|747.723|805555152|1936707113640
20170712|MBX|0|0|1650.661|14480562359|4790864643336
20170712|DBX|0|0|914.161|2186517698|778701023519
20170712|KOMPAS100|0|0|1225.848|13078864267|4498579060774
20170712|BISNIS-27|0|0|521.574|406036339|2408799199494
20170712|PEFINDO25|0|0|366.13|211066628|322620293028
20170712|SRI-KEHATI|0|0|357.411|334954163|2210385603804
20170712|ISSI|0|0|184.195|3577179889|3044965148796
20170712|IDX30|0|0|534.144|690331919|2691631837468
20170712|INFOBANK15|0|0|736.91|197549724|1187931144623
20170712|SMinfra18|0|0|385.3|234344082|780187180785
20170712|MNC36|0|0|338.118|788446318|2585224888273
20170712|Investor33|0|0|422.443|665321502|2614801784979
