106,INAI,Indal Aluminium Industry Tbk.,
105,IMAS,Indomobil Sukses Internasional Tbk.,
104,IKBI,Sumi Indo Kabel Tbk.,
103,IGAR,Champion Pacific Indonesia Tbk.,
100,HMSP,H.M. Sampoerna Tbk.,
99,HERO,Hero Supermarket Tbk.,
98,HDTX,Panasia Indo Resources Tbk.,
97,GSMF,Equity Development Investment Tbk.,
95,GJTL,Gajah Tunggal Tbk.,
93,GGRM,Gudang Garam Tbk.,
92,GDYR,Goodyear Indonesia Tbk.,
90,FASW,Fajar Surya Wisesa Tbk.,
89,FAST,Fast Food Indonesia Tbk.,
88,ESTI,Ever Shine Tex Tbk.,
87,ERTX,Eratex Djaja Tbk.,
86,EPMT,Enseval Putera Megatrading Tbk.,
85,EKAD,Ekadharma International Tbk.,
83,DVLA,Darya-Varia Laboratoria Tbk.,
82,DUTI,Duta Pertiwi Tbk,
80,DPNS,Duta Pertiwi Nusantara Tbk.,
78,DLTA,Delta Djakarta Tbk.,
77,DILD,Intiland Development Tbk.,
73,CPIN,Charoen Pokphand Indonesia Tbk,
71,CNTX,Century Textile Industry Tbk.,
68,CMNP,Citra Marga Nusaphala Persada Tbk.,
67,CFIN,Clipan Finance Indonesia Tbk.,
64,BUMI,Bumi Resources Tbk.,
62,BRNA,Berlina Tbk.,
61,BRAM,Indo Kordsa Tbk.,
57,BNLI,Bank Permata Tbk.,
56,BNII,Bank Maybank Indonesia Tbk.,
52,BIMA,Primarindo Asia Infrastructure Tbk.,
51,BFIN,BFI Finance  Indonesia Tbk.,
49,BBLD,Buana Finance Tbk.,
47,BATA,Sepatu Bata Tbk.,
45,ASRM,Asuransi Ramayana Tbk.,
44,ASII,Astra International Tbk.,
42,ASGR,Astra Graphia Tbk.,
41,ASBI,Asuransi Bintang Tbk.,
40,ARGO,Argo Pantes Tbk,
37,ALKA,Alakasa Industrindo Tbk,
36,AKRA,AKR Corporindo Tbk.,
35,AKPI,Argha Karya Prima Industry Tbk.,
34,AHAP,Asuransi Harta Aman Pratama Tbk.,
33,ADMG,Polychem Indonesia Tbk,
32,ADES,Akasha Wira International Tbk.,
31,ABDA,Asuransi Bina Dana Arta Tbk.,
25,BAYU,Bayu Buana Tbk,
24,BLTA,Berlian Laju Tanker Tbk,
23,SAFE,Steady Safe Tbk,
22,ZBRA,Zebra Nusantara Tbk,
21,PTRO,Petrosea Tbk.,
19,INCO,Vale Indonesia Tbk.,
18,SMRA,Summarecon Agung Tbk.,
17,JRPT,Jaya Real Property Tbk.,
16,CTRA,Ciputra Development Tbk.,
15,UNVR,Unilever Indonesia Tbk.,
14,UNIC,Unggul Indah Cahaya Tbk.,
13,TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,
12,SMAR,Smart Tbk.,
11,PBRX,Pan Brothers Tbk.,
10,MYOR,Mayora Indah Tbk.,
9,MPPA,Matahari Putra Prima Tbk.,
7,JPFA,Japfa Comfeed Indonesia Tbk.,
5,DART,Duta Anggada Realty Tbk.,
4,BRPT,Barito Pacific Tbk.,
3,BNGA,Bank CIMB Niaga Tbk.,
1,BDMN,Bank Danamon Indonesia Tbk.,
